Ano,Código do Município,Nome do Município,"Produto Interno Bruto, 
a preços correntes
(R$ 1.000)","Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
2013,3506706,Boa Esperança do Sul," 212,659 "," 14,813.22 "
2012,2100501,Alto Parnaíba," 212,652 "," 19,588.40 "
2012,2403608,Extremoz," 212,643 "," 8,396.89 "
2012,4126678,Tamarana," 212,623 "," 16,812.10 "
2016,2113009,Vitorino Freire," 212,606 "," 6,881.13 "
2012,4301206,Arroio do Tigre," 212,600 "," 16,643.20 "
2014,3549953,São Lourenço da Serra," 212,583 "," 14,145.80 "
2014,3204005,Pancas," 212,579 "," 9,134.13 "
2019,1303304,Novo Aripuanã," 212,575 "," 8,289.46 "
2019,4124707,São Jerônimo da Serra," 212,572 "," 19,030.60 "
2017,1505700,Ponta de Pedras," 212,571 "," 7,034.34 "
2011,4124020,Santa Tereza do Oeste," 212,563 "," 20,637.14 "
2012,3108305,Borda da Mata," 212,553 "," 12,129.95 "
2016,2931004,Tanhaçu," 212,542 "," 9,978.97 "
2015,3541901,Queluz," 212,539 "," 16,868.18 "
2011,2210607,São Raimundo Nonato," 212,507 "," 6,489.75 "
2012,1300805,Borba," 212,496 "," 5,915.98 "
2012,2600708,Aliança," 212,489 "," 5,673.93 "
2019,4300703,Anta Gorda," 212,466 "," 35,523.57 "
2014,2615003,Taquaritinga do Norte," 212,457 "," 7,814.38 "
2016,2103802,Dom Pedro," 212,374 "," 9,275.21 "
2015,1100379,Alto Alegre dos Parecis," 212,357 "," 15,233.64 "
2017,2309409,Novo Oriente," 212,351 "," 7,489.56 "
2016,1303106,Nova Olinda do Norte," 212,324 "," 5,930.85 "
2020,3304607,Santa Maria Madalena," 212,323 "," 20,431.41 "
2013,4125001,São João do Ivaí," 212,318 "," 18,525.23 "
2014,4116109,Moreira Sales," 212,310 "," 16,646.51 "
2016,5007703,Sete Quedas," 212,309 "," 19,638.27 "
2019,3154903,Rio Casca," 212,305 "," 15,652.08 "
2017,3500907,Altair," 212,223 "," 51,648.39 "
2010,3512308,Conchas," 212,219 "," 13,017.97 "
2019,4307401,Esmeralda," 212,211 "," 64,659.02 "
2011,2707305,Porto Calvo," 212,205 "," 8,211.33 "
2017,3123205,Dores do Indaiá," 212,167 "," 15,238.57 "
2020,3117108,Conceição da Aparecida," 212,159 "," 20,554.01 "
2019,4314704,Planalto," 212,148 "," 21,038.08 "
2013,4314001,Paraí," 212,141 "," 29,451.78 "
2014,1508050,Trairão," 212,127 "," 11,863.94 "
2018,2932200,Ubaitaba," 212,114 "," 11,004.61 "
2018,3141405,Medina," 212,066 "," 10,155.47 "
2018,2609105,Machados," 212,060 "," 13,378.36 "
2015,3519402,Ibirá," 212,054 "," 17,878.30 "
2019,2612406,Sanharó," 212,049 "," 8,013.34 "
2018,3518859,Guatapará," 212,045 "," 27,893.31 "
2016,2933000,Valente," 212,044 "," 7,459.51 "
2012,1503200,Igarapé-Açu," 212,043 "," 5,823.12 "
2020,4107702,Fênix," 212,031 "," 44,656.87 "
2016,3120201,Cristais," 212,024 "," 17,038.25 "
2016,3123205,Dores do Indaiá," 212,012 "," 15,195.80 "
2018,1505700,Ponta de Pedras," 212,006 "," 6,926.50 "
2016,2609808,Orocó," 212,003 "," 14,497.94 "
2010,1600535,Porto Grande," 211,985 "," 12,599.43 "
2020,2605400,Feira Nova," 211,970 "," 9,528.03 "
2014,5105580,Marcelândia," 211,970 "," 19,113.58 "
2017,2100956,Arame," 211,969 "," 6,594.17 "
2019,4304671,Capivari do Sul," 211,935 "," 45,479.58 "
2011,3300902,Cambuci," 211,934 "," 14,281.27 "
2017,2932705,Uruçuca," 211,900 "," 9,760.04 "
2011,2308401,Missão Velha," 211,897 "," 6,159.08 "
2019,1505635,Piçarra," 211,878 "," 16,322.14 "
2016,3518859,Guatapará," 211,864 "," 28,263.54 "
2018,4103305,Borrazópolis," 211,849 "," 31,389.70 "
2016,4103008,Boa Esperança," 211,842 "," 47,733.60 "
2019,4102505,Barbosa Ferraz," 211,830 "," 18,311.74 "
2019,2911907,Iaçu," 211,818 "," 8,714.99 "
2018,3202652,Irupi," 211,790 "," 16,013.19 "
2018,2313203,Tamboril," 211,770 "," 8,230.14 "
2016,5104542,Itanhangá," 211,751 "," 33,869.26 "
2015,1200807,Porto Acre," 211,744 "," 12,636.16 "
2016,4115101,Mariluz," 211,710 "," 20,071.09 "
2017,2801009,Campo do Brito," 211,710 "," 11,689.55 "
2016,2922409,Mutuípe," 211,684 "," 9,237.00 "
2016,5106778,Porto Alegre do Norte," 211,683 "," 17,883.13 "
2016,3551900,Severínia," 211,680 "," 12,479.65 "
2012,4111209,Itapejara d'Oeste," 211,679 "," 19,713.11 "
2010,3532405,Nazaré Paulista," 211,669 "," 12,896.43 "
2016,5212105,Joviânia," 211,668 "," 28,430.87 "
2020,2932309,Ubatã," 211,663 "," 7,763.75 "
2014,4300034,Aceguá," 211,646 "," 45,310.68 "
2014,3146909,Papagaios," 211,646 "," 13,975.55 "
2018,5002159,Bodoquena," 211,619 "," 27,071.60 "
2017,4120655,Quarto Centenário," 211,614 "," 44,419.35 "
2015,4110805,Iretama," 211,578 "," 19,793.97 "
2018,4312807,Nova Araçá," 211,570 "," 45,110.93 "
2014,3157906,Santa Margarida," 211,540 "," 13,321.98 "
2014,4124509,Santo Inácio," 211,526 "," 38,684.29 "
2011,3304409,Rio Claro," 211,522 "," 12,075.23 "
2014,4208005,Itá," 211,519 "," 33,137.84 "
2019,3545001,Salesópolis," 211,517 "," 12,341.24 "
2012,3137700,Lajinha," 211,508 "," 10,779.10 "
2019,2913507,Iguaí," 211,502 "," 7,857.84 "
2018,3201001,Boa Esperança," 211,500 "," 14,116.97 "
2019,4218350,Treviso," 211,500 "," 53,830.47 "
2013,4219200,Vidal Ramos," 211,484 "," 33,163.48 "
2012,2926004,Remanso," 211,472 "," 5,372.08 "
2014,3200706,Atílio Vivácqua," 211,422 "," 19,180.04 "
2017,2202703,Cocal," 211,421 "," 7,733.58 "
2012,4107108,Diamante do Norte," 211,415 "," 38,948.89 "
2018,3117702,Conceição do Rio Verde," 211,411 "," 15,556.40 "
2012,3106002,Bela Vista de Minas," 211,390 "," 21,079.98 "
2015,4311759,Manoel Viana," 211,389 "," 28,725.29 "
2014,2508307,Lagoa Seca," 211,374 "," 7,843.20 "
2018,5003157,Coronel Sapucaia," 211,357 "," 13,949.12 "
2020,4312476,Morro Reuter," 211,334 "," 32,448.01 "
2014,2500304,Alagoa Grande," 211,284 "," 7,364.64 "
2010,3301504,Cordeiro," 211,282 "," 10,355.46 "
2017,2923704,Paratinga," 211,280 "," 6,408.84 "
2010,3546009,Santa Branca," 211,247 "," 15,341.13 "
2013,4118600,Paula Freitas," 211,241 "," 37,059.88 "
2014,4123402,Santa Fé," 211,230 "," 18,697.88 "
2014,2913408,Igaporã," 211,224 "," 13,044.15 "
2014,1100379,Alto Alegre dos Parecis," 211,214 "," 15,212.73 "
2016,2801702,Cristinápolis," 211,184 "," 11,672.81 "
2011,1506161,Rio Maria," 211,154 "," 11,920.86 "
2020,3132909,Itamogi," 211,124 "," 20,786.05 "
2015,3109501,Cabo Verde," 211,117 "," 14,765.52 "
2019,3148608,Peçanha," 211,117 "," 12,035.64 "
2016,3510708,Cardoso," 211,098 "," 17,155.47 "
2017,3161700,São Gonçalo do Abaeté," 211,087 "," 30,601.22 "
2017,3202900,Itarana," 211,073 "," 18,793.78 "
2016,2801009,Campo do Brito," 211,059 "," 11,734.63 "
2020,3131604,Iraí de Minas," 211,050 "," 30,034.20 "
2019,4307831,Eugênio de Castro," 211,039 "," 88,079.68 "
2015,3143500,Morada Nova de Minas," 211,026 "," 24,078.78 "
2018,4210308,Major Vieira," 211,006 "," 26,218.45 "
2012,2614105,Sertânia," 211,000 "," 6,186.04 "
2018,4323408,Vila Maria," 210,979 "," 48,467.57 "
2012,3520004,Igaraçu do Tietê," 210,972 "," 8,987.08 "
2010,4107504,Engenheiro Beltrão," 210,957 "," 15,154.96 "
2012,3128253,Guaraciama," 210,953 "," 44,355.14 "
2017,4207809,Irani," 210,934 "," 20,508.92 "
2018,2906709,Cândido Sales," 210,920 "," 8,326.21 "
2014,3124500,Estiva," 210,890 "," 18,615.03 "
2019,4321956,Trindade do Sul," 210,887 "," 36,347.33 "
2016,3553005,Taguaí," 210,873 "," 16,409.04 "
2018,2307106,Jardim," 210,872 "," 7,728.79 "
2017,2911808,Guaratinga," 210,870 "," 9,518.37 "
2013,4207700,Ipumirim," 210,856 "," 28,359.97 "
2019,4201505,Armazém," 210,847 "," 24,307.97 "
2020,1712504,Marianópolis do Tocantins," 210,844 "," 40,130.13 "
2020,2106607,Matões," 210,838 "," 6,211.53 "
2019,4313805,Palmitinho," 210,792 "," 29,869.93 "
2018,4102505,Barbosa Ferraz," 210,773 "," 17,993.22 "
2012,2800670,Boquim," 210,764 "," 8,192.31 "
2016,2109452,Raposa," 210,757 "," 6,954.77 "
2019,4126355,Serranópolis do Iguaçu," 210,753 "," 46,886.01 "
2015,4208005,Itá," 210,697 "," 33,196.29 "
2020,4316972,Santa Margarida do Sul," 210,684 "," 81,723.79 "
2020,5218052,Porteirão," 210,678 "," 53,594.04 "
2013,1721208,Tocantinópolis," 210,670 "," 9,094.31 "
2014,3543808,Rinópolis," 210,662 "," 20,750.83 "
2019,2603702,Canhotinho," 210,626 "," 8,491.63 "
2016,3141405,Medina," 210,622 "," 9,827.00 "
2013,3557303,Estiva Gerbi," 210,613 "," 19,740.70 "
2011,3140902,Matipó," 210,601 "," 11,869.53 "
2015,4112504,Jardim Alegre," 210,570 "," 17,272.56 "
2014,1300508,Barreirinha," 210,559 "," 6,971.70 "
2019,4210308,Major Vieira," 210,544 "," 25,983.47 "
2014,3144508,Nazareno," 210,516 "," 24,995.93 "
2020,2925907,Quijingue," 210,501 "," 7,619.67 "
2014,2917003,Itiúba," 210,500 "," 5,479.91 "
2014,2614600,Tabira," 210,482 "," 7,577.29 "
2016,5222302,Vila Propício," 210,475 "," 37,351.39 "
2019,3154804,Rio Acima," 210,471 "," 20,410.34 "
2015,2110039,Santa Luzia do Paruá," 210,468 "," 8,533.77 "
2011,2703759,Jequiá da Praia," 210,466 "," 17,601.88 "
2018,4201901,Aurora," 210,460 "," 37,078.90 "
2015,2614600,Tabira," 210,454 "," 7,527.50 "
2014,2208304,Piracuruca," 210,445 "," 7,498.22 "
2018,3557204,Chavantes," 210,423 "," 16,944.98 "
2019,4201703,Ascurra," 210,420 "," 26,521.29 "
2010,5002001,Batayporã," 210,418 "," 19,237.33 "
2014,4213401,Ponte Serrada," 210,410 "," 18,448.88 "
2019,4320677,Sinimbu," 210,391 "," 20,683.39 "
2017,3543709,Rincão," 210,391 "," 19,439.24 "
2019,3137536,Lagoa Grande," 210,370 "," 22,069.83 "
2018,3118809,Coração de Jesus," 210,357 "," 7,910.53 "
2016,3148707,Pedra Azul," 210,337 "," 8,509.82 "
2019,3554706,Torrinha," 210,329 "," 21,011.89 "
2018,5209937,Inaciolândia," 210,318 "," 34,186.86 "
2017,3554706,Torrinha," 210,300 "," 21,169.71 "
2020,2500700,São João do Rio do Peixe," 210,261 "," 11,664.33 "
2011,5214838,Nova Crixás," 210,248 "," 17,529.46 "
2013,3518859,Guatapará," 210,239 "," 28,639.02 "
2011,3512100,Colômbia," 210,222 "," 35,048.66 "
2010,1100940,Cujubim," 210,218 "," 13,243.73 "
2010,4322533,Vale do Sol," 210,211 "," 18,977.22 "
2015,2305902,Ipueiras," 210,201 "," 5,528.40 "
2015,5108055,Terra Nova do Norte," 210,189 "," 20,673.60 "
2019,3506409,Bilac," 210,176 "," 26,160.87 "
2012,4123006,Salto do Lontra," 210,172 "," 15,196.85 "
2020,3121209,Delfinópolis," 210,160 "," 29,471.34 "
2014,4108205,Formosa do Oeste," 210,142 "," 28,470.61 "
2019,3132107,Itacarambi," 210,132 "," 11,575.60 "
2019,4312476,Morro Reuter," 210,124 "," 32,795.96 "
2019,4212007,Palma Sola," 210,110 "," 28,305.26 "
2016,3118809,Coração de Jesus," 210,086 "," 7,776.94 "
2016,5207253,Doverlândia," 210,080 "," 26,950.59 "
2017,5204003,Cabeceiras," 210,072 "," 26,474.11 "
2013,3205176,Vila Valério," 210,062 "," 14,374.05 "
2018,5208400,Goianápolis," 210,059 "," 18,690.19 "
2017,2101509,Barão de Grajaú," 210,046 "," 11,281.29 "
2014,4105003,Catanduvas," 210,044 "," 20,074.92 "
2019,2616001,Venturosa," 210,035 "," 11,364.31 "
2015,2101004,Arari," 210,033 "," 7,192.91 "
2019,3520202,Igaratá," 210,026 "," 22,029.13 "
2018,3301603,Duas Barras," 210,017 "," 18,335.69 "
2016,2925956,Rafael Jambeiro," 210,005 "," 8,926.88 "
2015,2605301,Exu," 209,976 "," 6,576.54 "
2018,1300144,Apuí," 209,970 "," 9,728.48 "
2019,2303204,Caririaçu," 209,969 "," 7,786.74 "
2020,3543709,Rincão," 209,965 "," 19,419.63 "
2013,3529609,Meridiano," 209,936 "," 53,364.41 "
2012,4114500,Manoel Ribas," 209,933 "," 15,922.14 "
2018,2918357,João Dourado," 209,930 "," 8,409.30 "
2016,2916104,Itaparica," 209,929 "," 9,230.10 "
2019,2505105,Cuité," 209,907 "," 10,320.91 "
2010,4104253,Campo Magro," 209,893 "," 8,451.15 "
2018,2801702,Cristinápolis," 209,873 "," 11,537.82 "
2013,1500859,Anapu," 209,864 "," 8,889.17 "
2010,3511607,Cesário Lange," 209,827 "," 13,496.32 "
2016,2305605,Independência," 209,824 "," 8,081.98 "
2015,3203353,Marilândia," 209,809 "," 16,984.49 "
2015,2915809,Itambé," 209,808 "," 8,994.22 "
2018,4305603,Colorado," 209,796 "," 65,133.91 "
2016,3161700,São Gonçalo do Abaeté," 209,782 "," 30,669.95 "
2015,1400175,Cantá," 209,781 "," 12,990.36 "
2013,4314506,Pinheiro Machado," 209,775 "," 16,078.43 "
2011,2600401,Água Preta," 209,774 "," 6,272.03 "
2015,4108007,Florestópolis," 209,766 "," 18,720.71 "
2019,5004007,Glória de Dourados," 209,764 "," 21,050.09 "
2010,3533007,Nova Granada," 209,746 "," 10,936.79 "
2011,3517901,Guaraci," 209,743 "," 20,842.97 "
2010,5104526,Ipiranga do Norte," 209,738 "," 40,940.40 "
2019,2906709,Cândido Sales," 209,733 "," 8,326.35 "
2019,4115101,Mariluz," 209,723 "," 20,272.91 "
2013,2401206,Arês," 209,709 "," 15,236.08 "
2019,4317004,Santana da Boa Vista," 209,706 "," 25,896.02 "
2014,4322533,Vale do Sol," 209,694 "," 18,064.65 "
2011,3115508,Caxambu," 209,648 "," 9,673.22 "
2017,2600906,Amaraji," 209,645 "," 9,224.90 "
2019,2301703,Aurora," 209,641 "," 8,503.32 "
2020,4315909,Rodeio Bonito," 209,636 "," 35,725.32 "
2019,2801702,Cristinápolis," 209,635 "," 11,728.48 "
2014,2602001,Bodocó," 209,577 "," 5,655.99 "
2019,2110039,Santa Luzia do Paruá," 209,575 "," 8,298.67 "
2017,3201159,Brejetuba," 209,566 "," 16,323.85 "
2017,3125705,Felixlândia," 209,563 "," 13,721.13 "
2012,4106803,Cruz Machado," 209,562 "," 11,579.96 "
2013,3103900,Araújos," 209,561 "," 24,605.04 "
2020,2912103,Ibicaraí," 209,560 "," 9,802.59 "
2018,4304002,Campo Novo," 209,544 "," 45,592.66 "
2018,2703759,Jequiá da Praia," 209,525 "," 18,025.17 "
2011,4315800,Roca Sales," 209,492 "," 20,217.30 "
2014,2900801,Alcobaça," 209,489 "," 9,017.65 "
2013,1400308,Mucajaí," 209,439 "," 13,180.58 "
2011,3544905,Sales Oliveira," 209,420 "," 19,638.05 "
2013,4123402,Santa Fé," 209,395 "," 18,766.37 "
2017,5002159,Bodoquena," 209,389 "," 26,776.05 "
2017,4115101,Mariluz," 209,362 "," 19,835.35 "
2018,2902054,Araçás," 209,351 "," 17,240.47 "
2012,4312609,Muçum," 209,339 "," 43,603.24 "
2015,3532207,Narandiba," 209,307 "," 44,944.50 "
2016,3117702,Conceição do Rio Verde," 209,302 "," 15,308.83 "
2011,1500347,Água Azul do Norte," 209,295 "," 8,277.11 "
2015,5211305,Itarumã," 209,234 "," 30,531.70 "
2017,2304954,Guaiúba," 209,217 "," 7,945.66 "
2018,1507706,São Sebastião da Boa Vista," 209,187 "," 7,953.59 "
2016,5008404,Vicentina," 209,187 "," 34,668.06 "
2018,5212105,Joviânia," 209,185 "," 28,375.63 "
2011,2513901,São Bento," 209,183 "," 6,696.64 "
2010,2603009,Cabrobó," 209,180 "," 6,773.31 "
2020,1701101,Aparecida do Rio Negro," 209,161 "," 43,143.68 "
2019,2412609,São Paulo do Potengi," 209,127 "," 11,896.39 "
2019,1702406,Arraias," 209,124 "," 19,790.33 "
2015,4313102,Nova Palma," 209,124 "," 31,743.11 "
2015,4316956,Santa Maria do Herval," 209,108 "," 33,044.96 "
2020,2301851,Banabuiú," 209,097 "," 11,453.61 "
2016,2411502,Santo Antônio," 209,087 "," 8,695.64 "
2013,4218905,Urubici," 209,064 "," 18,985.07 "
2012,1300706,Boca do Acre," 209,052 "," 6,706.60 "
2018,3518503,Guareí," 209,044 "," 11,522.03 "
2011,3164605,São Sebastião do Oeste," 209,039 "," 35,466.49 "
2017,5202502,Aruanã," 209,023 "," 22,874.04 "
2012,5003751,Eldorado," 209,015 "," 17,728.19 "
2017,3545704,Santa Albertina," 209,006 "," 34,840.18 "
2011,4116059,Missal," 208,986 "," 19,945.25 "
2011,2901007,Amargosa," 208,984 "," 6,039.65 "
2010,3111804,Canápolis," 208,976 "," 18,400.65 "
2014,4207650,Iporã do Oeste," 208,974 "," 23,831.05 "
2014,4301404,Arvorezinha," 208,969 "," 19,741.99 "
2013,3130903,Inhapim," 208,968 "," 8,398.38 "
2010,2306553,Itarema," 208,962 "," 5,577.98 "
2017,2907103,Carinhanha," 208,961 "," 6,938.08 "
2010,2305001,Guaraciaba do Norte," 208,952 "," 5,531.19 "
2010,3300951,Comendador Levy Gasparian," 208,944 "," 25,533.94 "
2019,2603801,Capoeiras," 208,942 "," 10,422.06 "
2012,2913200,Ibotirama," 208,924 "," 8,155.68 "
2020,5108105,Tesouro," 208,892 "," 54,626.66 "
2011,4109302,Guaraniaçu," 208,887 "," 14,525.20 "
2017,2918357,João Dourado," 208,885 "," 8,144.93 "
2014,2613800,São Vicente Férrer," 208,882 "," 11,809.26 "
2020,3106408,Belo Vale," 208,882 "," 27,060.74 "
2014,5205307,Cavalcante," 208,866 "," 21,428.74 "
2019,4301800,Barracão," 208,863 "," 39,594.85 "
2014,4102604,Barracão," 208,852 "," 20,501.82 "
2020,2704401,Major Isidoro," 208,851 "," 10,514.02 "
2016,3108206,Bonfinópolis de Minas," 208,848 "," 36,026.95 "
2017,2304350,Forquilha," 208,815 "," 8,683.60 "
2010,3521309,Ipuã," 208,809 "," 14,760.97 "
2012,2600401,Água Preta," 208,802 "," 6,180.30 "
2012,2807204,Siriri," 208,797 "," 25,559.69 "
2017,3144508,Nazareno," 208,793 "," 24,326.39 "
2015,1501725,Brasil Novo," 208,756 "," 13,931.94 "
2010,2902054,Araçás," 208,756 "," 18,044.40 "
2015,2607604,Ilha de Itamaracá," 208,742 "," 8,387.25 "
2015,3135803,Jequitinhonha," 208,737 "," 8,229.34 "
2015,3542909,Ribeirão Bonito," 208,733 "," 16,169.56 "
2014,4302402,Bom Retiro do Sul," 208,718 "," 17,309.54 "
2019,3300159,Aperibé," 208,718 "," 17,749.67 "
2014,5004403,Inocência," 208,699 "," 27,149.54 "
2020,1303700,Santo Antônio do Içá," 208,668 "," 9,822.89 "
2013,2614857,Tamandaré," 208,656 "," 9,464.59 "
2015,2100303,Aldeias Altas," 208,642 "," 8,079.71 "
2018,3549953,São Lourenço da Serra," 208,641 "," 13,317.24 "
2014,4121604,Renascença," 208,634 "," 29,864.59 "
2014,4218905,Urubici," 208,630 "," 18,866.92 "
2014,3523305,Itariri," 208,613 "," 12,565.52 "
2011,2414407,Touros," 208,607 "," 6,657.11 "
2018,3123908,Entre Rios de Minas," 208,603 "," 13,711.26 "
2010,5217708,Pontalina," 208,549 "," 12,187.31 "
2019,5222302,Vila Propício," 208,548 "," 35,826.78 "
2010,2405801,João Câmara," 208,545 "," 6,475.95 "
2020,3506201,Bento de Abreu," 208,535 "," 69,395.89 "
2014,3138625,Limeira do Oeste," 208,522 "," 28,459.44 "
2016,4105102,Centenário do Sul," 208,522 "," 18,487.61 "
2020,1300409,Barcelos," 208,512 "," 7,544.40 "
2012,4200408,Água Doce," 208,503 "," 29,875.75 "
2013,4121604,Renascença," 208,496 "," 29,832.08 "
2014,1720903,Taguatinga," 208,493 "," 12,961.15 "
2019,2704104,Lagoa da Canoa," 208,484 "," 11,678.48 "
2013,2925006,Planalto," 208,470 "," 7,949.30 "
2020,3529807,Mineiros do Tietê," 208,464 "," 16,077.77 "
2017,4301701,Barão de Cotegipe," 208,462 "," 30,823.93 "
2012,2903409,Belmonte," 208,451 "," 9,446.28 "
2018,4307831,Eugênio de Castro," 208,445 "," 84,802.79 "
2013,4115754,Mauá da Serra," 208,421 "," 22,279.13 "
2011,3126703,Francisco Sá," 208,414 "," 8,331.21 "
2016,4305975,Coxilha," 208,414 "," 72,365.84 "
2020,2304301,Farias Brito," 208,411 "," 10,748.94 "
2017,2407807,Monte Alegre," 208,380 "," 9,277.02 "
2011,3203346,Marechal Floriano," 208,346 "," 14,446.40 "
2016,2925808,Queimadas," 208,338 "," 7,854.39 "
2019,1504950,Nova Esperança do Piriá," 208,330 "," 9,749.62 "
2011,3544301,Roseira," 208,320 "," 21,525.10 "
2020,3120508,Cristina," 208,310 "," 20,370.66 "
2012,2603603,Camutanga," 208,298 "," 25,389.85 "
2016,2310852,Pindoretama," 208,294 "," 10,195.47 "
2015,4310405,Independência," 208,283 "," 31,306.64 "
2016,2924405,Pilão Arcado," 208,281 "," 5,852.24 "
2015,2512002,Pocinhos," 208,228 "," 11,396.03 "
2016,1505700,Ponta de Pedras," 208,199 "," 7,010.07 "
2018,4304671,Capivari do Sul," 208,195 "," 45,368.33 "
2017,4300703,Anta Gorda," 208,157 "," 33,519.72 "
2014,4126405,Sertaneja," 208,146 "," 36,067.52 "
2012,4319406,São Pedro do Sul," 208,134 "," 12,788.57 "
2012,3556008,Urupês," 208,123 "," 16,198.90 "
2012,2111607,São Raimundo das Mangabeiras," 208,102 "," 11,646.65 "
2017,4321436,Terra de Areia," 208,097 "," 19,298.61 "
2012,2918100,Jeremoabo," 208,092 "," 5,452.73 "
2012,3555109,Tupi Paulista," 208,070 "," 14,431.23 "
2015,2920700,Maraú," 208,066 "," 9,826.01 "
2020,2933158,Várzea Nova," 208,063 "," 16,480.26 "
2020,4314704,Planalto," 208,062 "," 20,766.71 "
2018,2922904,Nova Soure," 208,053 "," 8,494.37 "
2020,2610202,Panelas," 208,042 "," 7,863.70 "
2016,3524907,Jambeiro," 208,014 "," 33,550.60 "
2016,4323408,Vila Maria," 207,996 "," 47,271.71 "
2010,4323804,Xangri-lá," 207,981 "," 16,765.92 "
2017,3112802,Capitólio," 207,973 "," 23,954.46 "
2013,5106802,Porto dos Gaúchos," 207,939 "," 38,585.88 "
2020,3204955,São Roque do Canaã," 207,932 "," 16,621.26 "
2019,2904704,Buerarema," 207,917 "," 11,331.23 "
2010,3556107,Valentim Gentil," 207,896 "," 18,846.51 "
2011,2933604,Xique-Xique," 207,893 "," 4,559.16 "
2018,2929008,São Félix," 207,891 "," 14,125.92 "
2018,2923605,Paramirim," 207,888 "," 9,661.14 "
2017,2604502,Chã Grande," 207,865 "," 9,656.91 "
2019,5218102,Portelândia," 207,859 "," 51,822.17 "
2013,3200706,Atílio Vivácqua," 207,846 "," 19,135.15 "
2012,5103007,Chapada dos Guimarães," 207,841 "," 11,462.00 "
2020,1501576,Bom Jesus do Tocantins," 207,835 "," 12,141.30 "
2014,1200013,Acrelândia," 207,822 "," 15,266.42 "
2014,3536406,Paulicéia," 207,784 "," 30,135.52 "
2011,4111407,Ivaí," 207,762 "," 16,123.07 "
2020,3170750,Varjão de Minas," 207,757 "," 29,105.78 "
2016,2501104,Areia," 207,746 "," 9,056.04 "
2016,2412500,São Miguel," 207,744 "," 8,861.28 "
2019,2917102,Itororó," 207,738 "," 10,192.23 "
2018,1501105,Bagre," 207,731 "," 6,922.30 "
2020,2923407,Palmas de Monte Alto," 207,706 "," 9,529.56 "
2015,3141405,Medina," 207,680 "," 9,678.01 "
2013,2307809,Marco," 207,680 "," 8,004.92 "
2017,2616001,Venturosa," 207,678 "," 11,374.61 "
2013,1502772,Curionópolis," 207,669 "," 11,548.08 "
2017,2708907,Satuba," 207,667 "," 14,887.62 "
2015,5101852,Bom Jesus do Araguaia," 207,660 "," 34,506.48 "
2015,4311718,Maçambará," 207,657 "," 43,046.54 "
2010,2905800,Camamu," 207,649 "," 5,905.83 "
2019,2906204,Canarana," 207,648 "," 7,932.78 "
2019,2911808,Guaratinga," 207,626 "," 9,961.40 "
2019,4214607,Rio do Oeste," 207,608 "," 27,721.72 "
2020,4201703,Ascurra," 207,603 "," 26,021.95 "
2011,4318507,São José do Norte," 207,602 "," 8,098.38 "
2013,3148707,Pedra Azul," 207,572 "," 8,433.76 "
2015,4204905,Descanso," 207,537 "," 24,401.82 "
2016,4117008,Nova Fátima," 207,537 "," 24,833.86 "
2017,2202307,Canto do Buriti," 207,518 "," 9,962.00 "
2011,2103406,Coelho Neto," 207,509 "," 4,405.80 "
2014,2402501,Carnaubais," 207,508 "," 19,524.62 "
2011,2804003,Maruim," 207,506 "," 12,643.57 "
2010,2211100,União," 207,504 "," 4,864.48 "
2020,2208205,Pio IX," 207,500 "," 11,241.12 "
2014,3132701,Itambacuri," 207,444 "," 8,806.03 "
2017,3117702,Conceição do Rio Verde," 207,439 "," 15,115.04 "
2014,2410256,Porto do Mangue," 207,416 "," 35,835.46 "
2017,3549953,São Lourenço da Serra," 207,388 "," 13,410.17 "
2011,3517604,Guapiara," 207,370 "," 11,606.96 "
2010,5220504,Serranópolis," 207,369 "," 27,734.29 "
2012,1100379,Alto Alegre dos Parecis," 207,365 "," 16,158.76 "
2014,3532207,Narandiba," 207,331 "," 44,964.45 "
2019,2201507,Batalha," 207,330 "," 7,719.77 "
2016,2211308,Valença do Piauí," 207,326 "," 10,074.65 "
2016,2932200,Ubaitaba," 207,304 "," 10,040.88 "
2016,3137536,Lagoa Grande," 207,290 "," 22,125.14 "
2011,4204004,Catanduvas," 207,287 "," 21,473.86 "
2016,3516101,Florínea," 207,279 "," 74,614.59 "
2011,4209607,Lauro Müller," 207,233 "," 14,365.25 "
2014,3117603,Conceição do Pará," 207,226 "," 38,163.10 "
2014,3112000,Candeias," 207,219 "," 13,734.04 "
2020,4100301,Agudos do Sul," 207,206 "," 21,880.29 "
2012,3302809,Mendes," 207,202 "," 11,495.87 "
2016,2610509,Passira," 207,198 "," 7,160.81 "
2018,4107900,Floresta," 207,190 "," 30,947.02 "
2016,4316956,Santa Maria do Herval," 207,184 "," 32,658.26 "
2010,3545605,Santa Adélia," 207,180 "," 14,454.77 "
2012,3202702,Itaguaçu," 207,168 "," 14,713.62 "
2013,4322301,Tuparendi," 207,140 "," 23,910.94 "
2015,4128559,Vera Cruz do Oeste," 207,127 "," 23,019.20 "
2014,1600402,Mazagão," 207,104 "," 10,810.90 "
2018,2919157,Lapão," 207,104 "," 7,622.54 "
2014,2902807,Barra da Estiva," 207,078 "," 9,176.55 "
2011,4127304,Terra Rica," 207,039 "," 13,504.63 "
2015,2308005,Massapê," 207,039 "," 5,512.21 "
2016,4303806,Campinas do Sul," 207,031 "," 36,675.14 "
